日期,平均温度 (°F),平均湿度 (%),平均露点(°F),平均气压（英寸）,平均风速（mph）,平均阵风速度（mph）,平均方向（°deg）,月降水量（in）年,降水量（in ）,每分钟最大雨量,最高温度（°F）,最低温度（°F）,最高湿度（％）,最低湿度（％）,最高压力,最低压力,最大风速（mph）,最大阵风速度（mph）,最大热量指数（°F）,日期,月份,压力差
2/19/2020,11.7,80,6.7,30.4,2.2,3.8,32,0.41,0.42,0,84.3,0,86,68,30.661,30.289,10.4,13.8,20.7,2/19/2020,2,0.372
2/14/2020,36.3,38,12.5,29.8,15,21.3,228,0.41,0.42,0,84.3,28.7,49,28,30.035,29.636,29.9,42.6,43.6,2/14/2020,2,0.399
2/15/2020,33.7,41,12,29.8,11.7,17.7,234,0.41,0.42,0,84.3,30.5,51,26,29.806,29.715,25.3,39.1,40.6,2/15/2020,2,0.091
2/16/2020,32.6,63,21,29.7,10,14.7,239,0.41,0.42,0,84.2,25.6,91,49,29.821,29.639,31.1,41.4,38.3,2/16/2020,2,0.182
2/12/2020,20.9,61,8.8,29.9,3.7,5.9,266,0.41,0.42,0,84.1,12.6,89,34,30.045,29.883,17.3,26.5,32.2,2/12/2020,2,0.162
2/13/2020,20.7,59,7.3,30.1,8,12.1,256,0.41,0.42,0,84.1,6.7,88,36,30.107,29.994,23,33.4,30.8,2/13/2020,2,0.113
2/10/2020,21.4,60,7.9,30.1,6.2,9.3,276,0.21,0.22,0,84.1,13.1,88,25,30.259,29.981,21.9,34.5,30.9,2/10/2020,2,0.278
2/11/2020,16.6,58,2.1,30.1,5.9,8.7,241,0.41,0.42,0,84.1,-7.9,87,24,30.331,29.944,20.7,28.8,34,2/11/2020,2,0.387
2/9/2020,19.5,77,13.3,29.9,3.6,5.6,229,0.15,0.16,0,84.1,12.3,90,47,30.064,29.661,18.4,29.9,26,2/9/2020,2,0.403
2/5/2020,11.4,48,-5.2,30.1,10.7,15.2,234,0.03,0.04,0,84.1,-11.6,86,37,30.253,29.873,19.6,33.4,21.5,2/5/2020,2,0.38
2/6/2020,23.4,57,9.5,29.7,9.1,14.2,253,0.03,0.04,0,84.1,15.2,89,39,29.872,29.604,33.4,36.8,29,2/6/2020,2,0.268
2/7/2020,19.6,87,16.2,29.9,2.3,3.7,24,0.1,0.11,0,84,15.3,90,75,30.026,29.695,9.2,12.7,26.1,2/7/2020,2,0.331
2/8/2020,33.9,59,20.1,29.7,8.8,12.9,236,0.15,0.16,0,84,18.4,90,36,29.991,29.561,28.8,40.3,43.4,2/8/2020,2,0.43
1/30/2020,25.1,47,7.1,30,8.3,12.7,249,0.01,0.01,0,84,12.9,91,34,30.232,29.864,20.7,31.1,33.5,1/30/2020,1,0.368
1/31/2020,31.3,34,5.8,30.1,15,21.4,230,0.01,0.01,0,84,20.7,49,22,30.192,30.048,28.8,38,37.8,1/31/2020,1,0.144
2/1/2020,41.2,33,12.9,30.1,15.2,21.6,222,0,0.01,0,84,34.4,51,17,30.144,29.92,29.9,40.3,49.1,2/1/2020,2,0.224
2/2/2020,45.1,19,0.2,29.6,10.8,15.1,226,0,0.01,0,84,24.4,77,5,29.92,29.288,21.9,33.4,58.5,2/2/2020,2,0.632
2/3/2020,13.6,85,9.8,29.6,3.7,5.6,25,0,0.01,0,84,5.1,91,77,30,29.321,11.5,15,24.3,2/3/2020,2,0.679
2/4/2020,2.7,80,-2,30.2,2.3,3.6,26,0,0.01,0,84,-10.8,85,71,30.297,30,10.4,12.7,10.1,2/4/2020,2,0.297
1/29/2020,26.8,61,14.3,30,3,4.8,355,0.01,0.01,0,83.9,13.6,90,39,30.016,29.937,13.8,21.9,36.9,1/29/2020,1,0.079
1/28/2020,28.2,43,8.2,30,8.5,12.5,231,0.01,0.01,0,83.9,21.2,56,30,30.021,29.938,21.9,29.9,38.6,1/28/2020,1,0.083
1/21/2020,38,53,22,29.9,5.8,8.5,238,0.01,0.01,0,83.9,24.7,65,31,30.245,29.657,16.1,24.2,45.4,1/21/2020,1,0.588
1/22/2020,32.6,45,13.4,29.7,9,14.1,244,0.01,0.01,0,83.9,24.3,66,28,29.952,29.631,26.5,40.3,42.2,1/22/2020,1,0.321
1/23/2020,28.8,43,8.8,30,6.9,10.4,247,0.01,0.01,0,83.9,17.5,53,32,30.095,29.952,18.4,31.1,39.5,1/23/2020,1,0.143
1/24/2020,35.6,47,16.8,29.9,10.4,15.3,235,0.01,0.01,0,83.8,30.4,60,34,30.056,29.811,21.9,32.2,43,1/24/2020,1,0.245
1/25/2020,35.3,47,16.7,29.9,10.4,15.5,237,0.01,0.01,0,83.8,31.5,58,33,29.922,29.79,27.6,36.8,40,1/25/2020,1,0.132
1/26/2020,36.8,54,21.6,29.8,5.7,8.4,234,0.01,0.01,0,83.8,34.4,58,48,29.857,29.791,16.1,19.6,38.4,1/26/2020,1,0.066
1/27/2020,33.7,53,18.3,29.8,6.7,10,244,0.01,0.01,0,83.8,25.5,76,41,29.951,29.707,20.7,26.5,42.1,1/27/2020,1,0.244
1/20/2020,23.2,48,2.5,30.4,1.4,2.5,336,0.01,0.01,0,83.8,2.9,79,12,30.561,30.245,6.9,9.2,48,1/20/2020,1,0.316
1/19/2020,28.4,49,10.6,30.4,7.7,11.2,241,0.01,0.01,0,83.8,11.2,75,28,30.429,30.286,19.6,31.1,41.2,1/19/2020,1,0.143
1/15/2020,24.5,56,9.2,30.1,5.6,8.5,248,0,0,0,83.8,9.4,84,23,30.379,29.797,23,34.5,39.7,1/15/2020,1,0.582
1/16/2020,23.4,53,2,30.3,3.6,5.5,221,0,0,0,83.8,3.2,85,11,30.351,30.123,18.4,26.5,50.8,1/16/2020,1,0.228
1/17/2020,28.5,54,13.6,29.7,11.5,16.7,231,0.01,0.01,0,83.8,19.3,90,33,30.123,29.488,26.5,40.3,41.5,1/17/2020,1,0.635
1/18/2020,25.3,40,4.2,30.2,14,20.3,227,0.01,0.01,0,83.8,17.3,51,30,30.37,30.031,31.1,46,32.7,1/18/2020,1,0.339
1/5/2020,30.3,49,12.6,30,8,12.4,259,0,0,0,83.7,23.7,86,16,30.137,29.941,23,34.5,42.7,1/5/2020,1,0.196
1/6/2020,24.7,43,5.1,30.1,16.3,25.3,248,0,0,0,83.6,19.6,54,32,30.232,29.996,32.2,51.8,29.3,1/6/2020,1,0.236
1/7/2020,33.8,43,13.1,30.1,14.2,21,234,0,0,0,83.6,25.8,65,27,30.229,29.86,28.8,47.2,44.1,1/7/2020,1,0.369
1/8/2020,37.6,29,6.6,29.6,10.9,16.2,236,0,0,0,83.6,27.5,56,13,29.893,29.385,26.5,38,46.7,1/8/2020,1,0.508
1/9/2020,26.2,48,8.2,29.6,8.7,13.1,235,0,0,0,83.6,18.2,82,30,29.814,29.427,25.3,39.1,32.2,1/9/2020,1,0.387
1/10/2020,15.6,65,4.6,30,5.1,7.6,284,0,0,0,83.6,6.5,86,33,30.148,29.799,16.1,23,26.6,1/10/2020,1,0.349
1/11/2020,24.5,45,5.5,29.9,11.2,16.1,234,0,0,0,83.6,9.2,71,30,30.108,29.778,26.5,39.1,29.4,1/11/2020,1,0.33
1/12/2020,22.8,45,4.4,29.8,11.3,16.2,229,0,0,0,83.6,19.4,57,34,29.901,29.749,24.2,34.5,28.5,1/12/2020,1,0.152
1/13/2020,24.7,51,8.8,29.8,10.3,15,229,0,0,0,83.6,21.8,77,36,29.981,29.773,25.3,41.4,30.5,1/13/2020,1,0.208
1/14/2020,31.7,41,9.6,29.8,6.8,10.1,228,0,0,0,83.6,24.4,77,24,29.947,29.68,28.8,38,40.2,1/14/2020,1,0.267
1/1/2020,30.5,58,17.3,29.5,15,21.5,234,0,0,0,83.6,26.3,76,45,29.744,29.378,32.2,47.2,36,1/1/2020,1,
1/2/2020,26.9,46,8.8,29.7,9,13.2,234,0,0,0,83.6,22,64,35,29.893,29.447,19.6,28.8,33.3,1/2/2020,1,
1/3/2020,29.6,46,11.3,30,10.7,15.9,223,0,0,0,83.6,20.9,58,34,30.153,29.89,27.6,38,38.8,1/3/2020,1,0.263
1/4/2020,38.6,41,16.7,30,12.8,18.2,236,0,0,0,83.6,31.9,57,29,30.156,29.855,27.6,41.4,48.7,1/4/2020,1,0.301
12/29/2019,15,45,-2.7,30,10.6,15.3,238,0.2,9.25,0,83.6,10.7,69,36,30.112,29.858,23,34.5,19.8,12/29/2019,12,0.254
12/30/2019,18.9,40,-2,30.2,6.2,8.9,239,0.2,9.25,0,83.6,10.3,55,27,30.242,30.104,16.1,21.9,32.5,12/30/2019,12,0.138
12/31/2019,25,34,-1.3,30,9.8,14.4,234,0.2,9.25,0,83.5,4.6,56,12,30.184,29.744,25.3,40.3,37.5,12/31/2019,12,0.44
12/26/2019,24.8,52,8.6,29.9,5.2,7.6,240,0.2,9.25,0,83.5,9.2,82,32,30.087,29.771,19.6,29.9,34.1,12/26/2019,12,0.316
12/27/2019,17,70,7.6,30,1.3,2.3,344,0.2,9.25,0,83.5,4.5,86,24,30.102,29.774,10.4,12.7,39.8,12/27/2019,12,0.328
12/28/2019,17.8,76,11.3,29.8,2.9,4.4,334,0.2,9.25,0,83.4,11.3,91,57,29.927,29.689,18.4,26.5,23.5,12/28/2019,12,0.238
12/25/2019,29.7,57,15.7,29.6,6.5,9.7,242,0.2,9.25,0,83.4,21.1,89,36,29.807,29.503,18.4,28.8,38.4,12/25/2019,12,0.304
12/20/2019,34.9,34,8.7,30.2,8.6,12.3,230,0.2,9.25,0,83.4,23.9,43,22,30.199,30.095,19.6,26.5,46.6,12/20/2019,12,0.104
12/21/2019,44.4,16,0.2,30,10.2,15.4,240,0.2,9.25,0,83.4,38,26,10,30.16,29.943,19.6,29.9,52.9,12/21/2019,12,0.217
12/22/2019,46.4,16,-1.4,29.8,8.9,12.9,241,0.2,9.25,0,83.4,27.8,51,8,29.943,29.71,19.6,33.4,55.2,12/22/2019,12,0.233
12/23/2019,34.7,43,11.4,29.9,1.4,2.4,292,0.2,9.25,0,83.4,24.4,65,9,29.959,29.782,5.8,9.2,57.9,12/23/2019,12,0.177
12/24/2019,33.3,45,12.4,29.7,3.2,5,256,0.2,9.25,0,83.4,22.3,70,20,29.802,29.568,15,19.6,48.7,12/24/2019,12,0.234
12/16/2019,11.5,58,-1.9,30.3,5.3,8.2,244,0.19,9.24,0,83.4,-1,87,33,30.461,30.053,20.7,32.2,23.8,12/16/2019,12,0.408
12/17/2019,23.1,39,1.3,30.4,9,12.9,236,0.2,9.25,0,83.4,13,60,24,30.471,30.268,20.7,32.2,35.5,12/17/2019,12,0.203
12/18/2019,32.8,27,-1.6,30.1,4.6,6.8,240,0.2,9.25,0,83.4,15.4,61,6,30.267,29.932,17.3,25.3,49.3,12/18/2019,12,0.335
12/19/2019,26.8,40,3.7,30,9,13.3,240,0.2,9.25,0,83.4,13.7,73,20,30.149,29.871,21.9,34.5,37.1,12/19/2019,12,0.278
12/11/2019,36.5,27,4.2,30,11.4,16.3,234,0.07,9.12,0,83.4,30.3,41,11,30.147,29.813,25.3,34.5,45,12/11/2019,12,0.334
12/12/2019,31.9,68,22.4,29.8,6.5,9.5,240,0.07,9.12,0,83.4,29.8,79,50,29.859,29.823,16.1,23,34,12/12/2019,12,0.036
12/13/2019,30,50,13.1,29.8,11.1,17.2,244,0.07,9.12,0,83.4,26.9,81,27,29.841,29.734,24.2,40.3,34.1,12/13/2019,12,0.107
12/14/2019,23,83,18.3,29.7,1.5,2.7,306,0.1,9.15,0,83.3,18.3,92,56,29.752,29.563,8.1,15,28.2,12/14/2019,12,0.189
12/15/2019,17.4,66,7.7,29.9,3.7,5.7,233,0.19,9.24,0,83.3,8.9,82,43,30.053,29.751,17.3,26.5,26.3,12/15/2019,12,0.302
12/7/2019,41.3,39,18,29.8,10.4,15.2,234,0.07,9.12,0,83.2,33.3,50,30,30.051,29.67,24.2,34.5,46.1,12/7/2019,12,0.381
12/8/2019,37.5,55,22.1,29.5,11.8,17.2,238,0.07,9.12,0,83.2,29.6,90,44,29.678,29.426,26.5,36.8,44.4,12/8/2019,12,0.252
12/9/2019,28.5,55,13.8,29.8,7.2,11,242,0.07,9.12,0,83.2,20.4,89,40,29.939,29.585,20.7,32.2,34.8,12/9/2019,12,0.354
12/10/2019,29.8,47,11.9,30.1,7.5,11.4,235,0.07,9.12,0,83.2,20.9,73,37,30.156,29.936,20.7,31.1,36.8,12/10/2019,12,0.22
12/6/2019,35.4,55,20.3,30.1,7,10.3,234,0.07,9.12,0,83.2,21.6,94,39,30.179,30.053,18.4,26.5,43.8,12/6/2019,12,0.126
12/4/2019,38.2,48,19.9,29.8,9.3,13,229,0,9.05,0,83.2,34.2,54,36,29.92,29.714,19.6,27.6,45.9,12/4/2019,12,0.206
12/5/2019,33,81,27.3,29.8,2.2,3.6,0,0.07,9.12,0,83.2,26.6,94,50,30.135,29.671,6.9,11.5,38.5,12/5/2019,12,0.464
12/3/2019,37.8,47,18.4,29.9,12.2,18.2,239,0,9.05,0,83.2,32.6,78,31,29.947,29.802,28.8,40.3,42.7,12/3/2019,12,0.145
11/29/2019,24.6,77,17.7,29.6,4.8,7.4,236,0.66,9.05,0,83.2,10.7,93,47,29.97,29.287,29.9,42.6,46,11/29/2019,11,0.683
11/30/2019,22.9,53,8.1,29.5,18.9,28.3,227,0.66,9.05,0,83.2,20.4,69,45,29.98,29.237,35.7,63.3,26.4,11/30/2019,11,0.743
12/1/2019,31.1,32,3.4,30.1,10.7,15.3,233,0,9.05,0,83.1,21.8,51,14,30.176,29.94,29.9,42.6,49.8,12/1/2019,12,0.236
12/2/2019,41.2,41,18.9,29.9,16.2,23.2,237,0,9.05,0,83,37.1,55,23,30.06,29.822,27.6,40.3,47,12/2/2019,12,0.238
11/26/2019,11.3,85,7.7,29.7,1.6,2.4,355,0.24,8.63,0,83,-5.7,90,72,30.144,29.452,9.2,12.7,17.2,11/26/2019,11,0.692
11/27/2019,6,80,1.1,30.3,1.4,2.4,345,0.48,8.87,0,83,-8,90,63,30.389,30.143,8.1,11.5,24.5,11/27/2019,11,0.246
11/28/2019,20.4,81,15.2,30,1.2,2.2,271,0.65,9.04,0,83,4,93,56,30.213,29.894,9.2,11.5,46.3,11/28/2019,11,0.319
11/24/2019,41.5,25,6.9,29.7,19,27.5,236,0.24,8.63,0,83,35.2,46,14,29.908,29.526,35.7,54.1,47.4,11/24/2019,11,0.382
11/25/2019,26.8,71,17.4,29.5,7.2,10.6,242,0.24,8.63,0,83,17.2,91,34,29.555,29.431,23,36.8,37,11/25/2019,11,0.124
11/19/2019,49.2,32,19.2,29.5,8.3,12.1,233,0.05,8.44,0,83,42.5,43,15,29.651,29.391,17.3,26.5,61.2,11/19/2019,11,0.26
11/20/2019,37,63,25.4,29.4,2.4,4,35,0.05,8.44,0,83,35.1,68,39,29.656,29.338,12.7,18.4,47.4,11/20/2019,11,0.318
11/21/2019,25.1,82,20.2,30,2.3,3.7,34,0.05,8.44,0,83,19.1,92,67,30.183,29.43,8.1,11.5,35.3,11/21/2019,11,0.753
11/22/2019,27.8,69,17.5,30.1,4.2,6.5,251,0.24,8.63,0,82.9,19.5,92,36,30.148,29.967,13.8,25.3,39.3,11/22/2019,11,0.181
11/23/2019,40.6,28,8.6,30,8.4,12.5,240,0.24,8.63,0,82.9,29.5,44,14,30.091,29.909,17.3,25.3,54,11/23/2019,11,0.182
11/9/2019,51.6,21,11.5,29.9,9.1,12.9,230,0.02,8.41,0,82.9,35.3,41,10,30.021,29.789,20.7,29.9,64.1,11/9/2019,11,0.232
11/10/2019,43.6,36,15.2,29.8,5,7.4,216,0.02,8.41,0,82.8,21.5,92,15,29.934,29.687,16.1,21.9,58.4,11/10/2019,11,0.247
11/11/2019,18.1,78,12.2,30.3,2.3,4,30,0.05,8.44,0,82.8,9,91,50,30.502,29.935,10.4,15,30.6,11/11/2019,11,0.567
11/12/2019,37.3,25,-5.2,30.2,9,13.2,230,0.05,8.44,0,82.8,7.8,87,5,30.519,29.759,21.9,33.4,53.1,11/12/2019,11,0.76
11/13/2019,41.1,42,16.6,29.8,9,13.7,232,0.05,8.44,0,82.8,28.8,81,17,29.972,29.594,28.8,47.2,51.2,11/13/2019,11,0.378
11/14/2019,35.7,65,23.2,30.1,3.3,5.3,347,0.05,8.44,0,82.8,24.5,94,25,30.184,29.972,15,23,47.7,11/14/2019,11,0.212
11/15/2019,46.8,31,16.3,29.9,6.6,9.5,231,0.05,8.44,0,82.8,33.4,51,20,30.068,29.836,20.7,27.6,59.1,11/15/2019,11,0.232
11/16/2019,39.2,53,21.6,29.9,5.5,8.4,252,0.05,8.44,0,82.8,26,88,29,30.045,29.768,18.4,26.5,52.2,11/16/2019,11,0.277
11/17/2019,40.9,44,19.3,29.9,14.8,21,231,0.05,8.44,0,82.8,22.1,92,30,30.032,29.758,27.6,41.4,50.4,11/17/2019,11,0.274
11/18/2019,46.8,40,23.4,29.7,10.1,14.9,239,0.05,8.44,0,82.8,38.9,54,26,29.789,29.65,23,39.1,55.6,11/18/2019,11,0.139
11/8/2019,48.2,22,10.7,30.1,11.5,17,234,0.02,8.41,0,82.8,41.1,29,15,30.204,30.005,21.9,36.8,57.7,11/8/2019,11,0.199
11/7/2019,32.6,63,18.9,30.3,3.3,5.4,238,0.02,8.41,0,82.8,15.9,94,21,30.366,30.191,24.2,34.5,54.1,11/7/2019,11,0.175
11/1/2019,28.4,49,9.3,30.1,5.2,7.9,238,0.02,8.41,0,82.7,12.2,90,23,30.342,29.944,19.6,28.8,39.8,11/1/2019,11,0.398
11/2/2019,38.6,25,4.2,30.2,9.7,13.3,203,0.02,8.41,0,82.7,12.3,87,16,30.351,29.945,21.9,33.4,49.7,11/2/2019,11,0.406
11/3/2019,43.4,30,13.2,29.8,7.4,11.8,228,0.02,8.41,0,82.6,34.4,56,20,29.943,29.688,23,34.5,54.2,11/3/2019,11,0.255
11/4/2019,37.2,56,21.6,29.9,4.7,7.3,271,0.02,8.41,0,82.6,26.9,85,29,29.997,29.753,15,26.5,50.7,11/4/2019,11,0.244
11/5/2019,44.2,37,18.7,30,8.2,12,231,0.02,8.41,0,82.6,36.3,49,21,30.033,29.903,20.7,28.8,55.8,11/5/2019,11,0.13
11/6/2019,35.9,59,19.9,30,5.4,8.2,199,0.02,8.41,0,82.6,22.4,93,20,30.212,29.86,15,20.7,54.4,11/6/2019,11,0.352
10/31/2019,34.5,29,5,30.2,12.4,17.9,236,0.45,8.39,0,82.6,19.5,47,18,30.466,29.979,27.6,34.5,46.3,10/31/2019,10,0.487
10/28/2019,16.1,71,7.6,30.1,3.6,5.6,239,0.37,8.31,0,82.6,7.6,87,42,30.246,29.973,18.4,25.3,27.6,10/28/2019,10,0.273
10/29/2019,5.7,82,1.5,30.2,3.6,5.7,35,0.37,8.31,0,82.6,-3.9,87,75,30.486,30.04,9.2,12.7,14.9,10/29/2019,10,0.446
10/30/2019,9.2,62,-2.8,30.5,6.6,9.7,238,0.38,8.32,0,82.6,-3,83,27,30.644,30.411,25.3,36.8,23.6,10/30/2019,10,0.233
10/25/2019,41.9,47,21.9,30.1,3.7,5.8,249,0.21,8.15,0,82.6,23.6,77,28,30.351,29.842,20.7,29.9,60.8,10/25/2019,10,0.509
10/26/2019,46.9,40,22,29.6,11,16,229,0.21,8.15,0,82.5,25.9,87,25,29.851,29.408,26.5,39.1,58.7,10/26/2019,10,0.443
10/27/2019,15.3,87,12.2,29.9,3.7,5.7,29,0.21,8.15,0,82.5,9,90,83,30.245,29.568,9.2,11.5,25.8,10/27/2019,10,0.677
10/24/2019,25.6,73,17.1,30.3,2.4,4.1,18,0.21,8.15,0,82.5,17.4,90,34,30.417,30.209,11.5,19.6,38.7,10/24/2019,10,0.208
10/20/2019,30.6,57,16.7,29.6,12.3,18.7,234,0.11,8.05,0,82.5,27.1,83,35,29.825,29.359,28.8,41.4,42.7,10/20/2019,10,0.466
10/21/2019,32.2,45,13,29.9,9,14.1,232,0.11,8.05,0,82.5,27,73,32,30.064,29.777,25.3,38,40.5,10/21/2019,10,0.287
10/22/2019,39.7,47,20.9,29.9,12.9,18.8,219,0.11,8.05,0,82.4,30.7,60,38,30.089,29.742,26.5,40.3,48.8,10/22/2019,10,0.347
10/23/2019,33.6,66,22.5,29.9,8.3,12.6,269,0.17,8.11,0,82.4,22.1,90,39,30.207,29.723,28.8,46,44.3,10/23/2019,10,0.484
10/15/2019,41.7,49,21.6,29.9,3.8,6.3,28,0.11,8.05,0,82.4,25.1,83,19,30.121,29.779,12.7,19.6,56.6,10/15/2019,10,0.342
10/16/2019,54.2,24,14.2,30,8.8,12.9,225,0.11,8.05,0,82.4,27.2,84,11,30.109,29.727,20.7,33.4,71,10/16/2019,10,0.382
10/17/2019,55.6,15,6.6,29.5,5.5,8.4,243,0.11,8.05,0,82.4,41.9,29,7,29.726,29.288,19.6,29.9,67.3,10/17/2019,10,0.438
10/18/2019,47.3,34,19.5,29.4,10.7,16.5,233,0.11,8.05,0,82.4,35.9,53,17,29.613,29.168,23,34.5,55.4,10/18/2019,10,0.445
10/19/2019,41.5,34,14.4,29.6,9.2,13.4,227,0.11,8.05,0,82.4,33.9,45,21,29.748,29.402,24.2,31.1,49.1,10/19/2019,10,0.346
10/14/2019,49.9,22,10.7,29.7,7.3,10.8,220,0.11,8.05,0,82.4,26.1,59,12,29.801,29.626,19.6,32.2,63.5,10/14/2019,10,0.175
10/6/2019,42.3,35,14.6,30,3.5,6,262,0,7.94,0,82.4,25,63,10,30.18,29.854,17.3,26.5,58.1,10/6/2019,10,0.326
10/7/2019,49.2,16,-3.9,30,5.7,8.6,231,0,7.94,0,82.4,23.9,65,3,30.175,29.794,18.4,28.8,68.1,10/7/2019,10,0.381
10/8/2019,58.4,11,2,29.6,7.9,12.5,234,0,7.94,0,82.4,43.4,24,5,29.793,29.463,20.7,35.7,70.1,10/8/2019,10,0.33
10/9/2019,53.2,31,17.9,29.4,6.5,10.5,222,0,7.94,0,82.4,28.3,87,7,29.507,29.203,19.6,28.8,71.4,10/9/2019,10,0.304
10/10/2019,19.4,81,14.6,29.9,2.8,5,62,0.03,7.97,0,82.4,13.7,91,60,30.296,29.508,9.2,13.8,28.6,10/10/2019,10,0.788
10/11/2019,30.3,36,4.8,30.3,10.6,15.9,220,0.09,8.03,0,82.3,18.3,70,16,30.363,30.082,23,34.5,44.3,10/11/2019,10,0.281
10/12/2019,45.6,18,4.1,29.9,10.4,15.8,225,0.11,8.05,0,82.2,36.8,30,10,30.082,29.729,23,40.3,58.2,10/12/2019,10,0.353
10/13/2019,47.2,19,3.9,29.7,6.6,9.9,227,0.11,8.05,0,82.2,26.9,56,8,29.78,29.67,19.6,26.5,62.1,10/13/2019,10,0.11
9/30/2019,48.7,66,37.1,29.5,3,5.3,46,0.37,7.94,0,82.2,32.3,93,42,29.705,29.411,13.8,19.6,65,9/30/2019,9,0.294
10/1/2019,45.2,84,40.4,29.7,2.4,4.5,45,0,7.94,0,82.2,38.9,94,62,29.756,29.574,9.2,16.1,54.3,10/1/2019,10,0.182
10/2/2019,46.4,55,22,29.8,6.4,9.6,227,0,7.94,0,82.2,34,96,8,29.994,29.725,21.9,32.2,62.8,10/2/2019,10,0.269
10/3/2019,42.9,69,32.3,30,2,3.9,59,0,7.94,0,82.2,28.8,89,39,30.038,29.919,10.4,17.3,59,10/3/2019,10,0.119
10/4/2019,50.4,47,23.6,29.8,6,9.5,233,0,7.94,0,82.2,26.8,92,11,29.975,29.603,21.9,34.5,75.2,10/4/2019,10,0.372
10/5/2019,46.9,21,6.2,29.8,10.1,15.3,232,0,7.94,0,82.2,36.1,46,6,29.87,29.688,26.5,42.6,61,10/5/2019,10,0.182
9/23/2019,53.8,33,20.5,29.9,4.3,6.7,237,0.28,7.85,0,82.2,33.3,68,9,29.951,29.794,16.1,24.2,74.1,9/23/2019,9,0.157
9/24/2019,59.9,25,22.5,29.7,7.1,11.2,236,0.28,7.85,0,82.2,37.4,53,14,29.85,29.62,18.4,27.6,75.6,9/24/2019,9,0.23
9/25/2019,59,39,32.8,29.6,4.8,7.6,242,0.28,7.85,0,82.2,43.1,69,21,29.766,29.527,18.4,28.8,76.9,9/25/2019,9,0.239
9/26/2019,60.2,40,30.8,29.6,8.4,13.3,234,0.28,7.85,0,82.2,34.2,91,16,29.757,29.395,26.5,40.3,76.9,9/26/2019,9,0.362
9/27/2019,54.2,62,40,29.4,6.4,9.7,316,0.31,7.88,0,82.1,43.9,93,35,29.614,29.305,21.9,32.2,67.5,9/27/2019,9,0.309
9/28/2019,49.1,80,42.6,29.6,2.3,3.9,27,0.36,7.93,0,82,40.5,95,52,29.669,29.476,11.5,15,64.5,9/28/2019,9,0.193
9/29/2019,55,51,30.7,29.4,3.5,5.8,249,0.37,7.94,0,82,35.7,96,12,29.513,29.347,12.7,20.7,77.1,9/29/2019,9,0.166
9/16/2019,60.3,38,32.1,29.6,2.4,4,232,0.27,7.84,0,82,46.5,63,18,29.739,29.577,10.4,17.3,76,9/16/2019,9,0.162
9/17/2019,63,37,35.3,29.6,7.7,12.1,231,0.27,7.84,0,82,48.8,57,23,29.611,29.492,23,34.5,76.5,9/17/2019,9,0.119
9/18/2019,46.9,68,36.9,29.8,1.3,2.6,307,0.27,7.84,0,82,46.8,68,68,29.774,29.763,2.3,3.5,47.1,9/18/2019,9,0.011
9/19/2019,52.9,56,37.2,29.6,0.8,1.5,356,0.27,7.84,0,82,46.8,68,50,29.774,29.602,2.3,3.5,54.7,9/19/2019,9,0.172
9/20/2019,66,23,26.8,29.5,6.7,10.9,229,0.28,7.85,0,82,51.4,51,16,29.602,29.404,19.6,31.1,76,9/20/2019,9,0.198
9/21/2019,54,28,19.9,29.6,8,12,203,0.28,7.85,0,82,40.5,70,10,29.767,29.528,19.6,32.2,64.2,9/21/2019,9,0.239
9/22/2019,47.4,54,28.3,29.8,3.8,6.2,239,0.28,7.85,0,82,28.1,93,17,29.967,29.758,15,24.2,75.6,9/22/2019,9,0.209
9/13/2019,51.6,51,30.2,30,3.3,5.2,239,0.26,7.83,0,82,30.6,88,13,30.094,29.915,17.3,26.5,76.3,9/13/2019,9,0.179
9/14/2019,59,37,28,29.9,4.2,6.6,230,0.27,7.84,0,82,39.2,74,9,30,29.839,16.1,24.2,78.7,9/14/2019,9,0.161
9/15/2019,57.7,41,29.9,29.8,1.6,3.1,120,0.27,7.84,0,82,35.7,81,12,29.91,29.73,9.2,15,77.7,9/15/2019,9,0.18
9/11/2019,55.1,56,38.6,29.6,5.1,8.6,244,0.18,7.75,0,81.9,42.4,84,36,29.793,29.571,20.7,36.8,67.6,9/11/2019,9,0.222
9/12/2019,53.3,40,28.9,29.9,8.3,13.1,236,0.18,7.75,0,81.8,42.5,63,24,30.026,29.723,24.2,40.3,65.3,9/12/2019,9,0.303
9/7/2019,60.8,56,41.6,29.8,3.9,6.3,235,0.16,7.73,0,81.8,47.5,93,16,29.865,29.714,15,25.3,77.4,9/7/2019,9,0.151
9/8/2019,52,76,43.9,29.7,2,3.6,327,0.16,7.73,0,81.8,38.1,95,44,29.777,29.565,16.1,25.3,77.5,9/8/2019,9,0.212
9/9/2019,55.3,63,39.9,29.7,3.6,5.6,224,0.17,7.74,0,81.8,40.7,97,25,29.745,29.638,18.4,25.3,77.2,9/9/2019,9,0.107
9/10/2019,56.9,63,43.2,29.7,1.6,3,276,0.18,7.75,0,81.8,40.6,93,34,29.747,29.569,8.1,13.8,77.5,9/10/2019,9,0.178
9/4/2019,65.5,50,41.3,29.8,3.4,5.6,249,0,7.57,0,81.8,46.8,93,17,29.913,29.737,17.3,28.8,82.5,9/4/2019,9,0.176
9/5/2019,69.6,36,40.7,29.8,3.2,5.2,236,0,7.57,0,81.8,54.3,55,18,29.85,29.75,13.8,20.7,81.4,9/5/2019,9,0.1
